,aqi_co
498362,safe
62263,safe
576986,safe
359784,safe
198455,safe
515012,safe
292678,safe
266263,safe
455337,safe
529587,safe
345282,safe
562889,safe
312825,safe
218367,safe
179030,safe
241876,safe
179756,safe
441275,safe
565724,safe
563582,safe
458962,safe
302864,safe
325418,safe
93610,safe
480662,safe
39557,safe
487612,safe
431926,safe
563672,safe
360160,safe
503262,safe
271638,safe
525387,safe
243840,safe
76897,safe
491012,safe
172631,safe
325892,safe
427555,safe
283658,safe
7802,safe
438229,safe
441191,safe
573140,safe
552962,safe
574076,safe
38666,safe
71731,safe
476662,safe
317317,safe
133926,safe
463162,safe
414452,safe
559237,safe
180523,safe
179895,safe
16622,safe
59116,safe
470337,safe
99485,safe
124377,safe
574436,safe
501037,safe
257715,safe
151460,safe
546587,safe
468987,safe
491562,safe
553987,safe
401813,safe
123663,safe
258097,safe
508462,safe
298713,safe
34229,safe
483337,safe
335994,safe
417051,safe
544512,safe
489587,safe
100879,safe
136364,safe
258014,safe
348185,safe
507237,safe
412546,safe
342333,safe
545187,safe
565067,safe
303011,safe
388115,safe
510737,safe
209875,safe
507737,safe
426741,safe
549362,safe
183806,safe
110108,safe
556162,safe
285944,safe
546337,safe
377369,safe
288394,safe
146175,safe
575723,safe
466537,safe
333336,safe
449437,safe
526737,safe
94672,safe
58045,safe
513937,safe
13221,safe
441392,safe
448087,safe
442036,safe
180608,safe
57893,safe
449087,safe
454637,safe
137148,safe
295326,safe
352608,safe
251232,safe
226870,safe
312194,safe
204902,safe
207008,safe
54974,safe
575075,safe
209410,safe
481937,safe
40345,safe
329498,safe
93159,safe
355668,safe
536337,safe
82580,safe
508262,safe
233763,safe
317147,safe
40864,safe
529862,safe
227986,safe
552162,safe
546512,safe
173462,safe
343667,safe
575498,safe
32240,safe
342915,safe
214595,safe
448687,safe
55023,safe
124139,safe
185319,safe
567830,safe
258573,safe
472687,safe
246076,safe
332996,safe
326183,safe
2955,safe
502787,safe
388880,safe
168118,safe
72528,safe
114877,safe
237601,safe
501487,safe
522862,safe
165311,safe
494212,safe
5543,safe
333081,safe
412219,safe
392146,safe
164002,safe
552462,safe
477987,safe
89412,safe
31645,safe
68257,safe
32002,safe
191400,safe
26387,safe
67161,safe
229078,safe
320511,safe
400708,safe
202977,safe
265964,safe
264478,safe
259168,safe
91078,safe
18014,safe
436565,safe
366110,safe
320256,safe
46890,safe
539012,safe
507312,safe
222127,safe
146745,safe
552537,safe
1136,safe
456787,safe
340790,safe
420706,safe
466187,safe
500737,safe
514137,safe
19869,safe
77824,safe
564968,safe
563204,safe
95871,safe
353628,safe
577286,safe
525862,safe
490837,safe
9387,safe
508412,safe
110950,safe
69056,safe
270219,safe
467562,safe
188245,safe
187531,safe
538162,safe
313675,safe
142516,safe
198049,safe
334428,safe
16348,safe
425126,safe
130868,safe
501962,safe
502387,safe
559187,safe
475862,safe
336746,safe
316807,safe
486412,safe
505012,safe
390701,safe
50824,safe
196145,safe
280234,safe
255106,safe
564050,safe
573446,safe
129797,safe
566723,safe
566840,safe
471412,safe
554512,safe
555987,safe
9353,safe
209233,safe
245600,safe
428150,safe
229316,safe
107004,safe
269268,safe
489237,safe
401679,safe
55966,safe
561587,safe
524537,safe
80988,safe
228923,safe
119990,safe
216917,safe
520287,safe
441535,safe
475737,safe
56359,safe
501637,safe
127105,safe
566282,safe
64275,safe
228422,safe
129285,safe
15755,safe
127069,safe
399263,safe
477062,safe
288964,safe
224289,safe
535587,safe
128692,safe
517737,safe
482987,safe
260001,safe
220033,safe
535912,safe
405468,safe
488262,safe
238196,safe
5458,safe
217393,safe
2335,safe
246637,safe
388406,safe
158889,safe
468512,safe
237473,safe
537737,safe
202333,safe
94562,safe
62562,safe
184675,safe
547812,safe
48105,safe
55719,safe
113772,safe
440612,safe
380926,safe
565013,safe
211040,safe
142361,safe
144841,safe
569693,safe
359869,safe
71185,safe
489387,safe
511937,safe
202809,safe
135055,safe
66557,safe
376019,safe
144484,safe
197299,safe
541412,safe
227486,safe
335435,safe
79261,safe
558587,safe
292472,safe
509587,safe
115389,safe
576146,safe
285562,safe
88866,safe
258905,safe
310883,safe
563483,safe
2872,safe
427895,safe
353458,safe
133295,safe
570017,safe
307143,safe
522262,safe
371599,safe
230826,safe
519812,safe
563636,safe
346799,safe
221652,safe
52709,safe
373626,safe
2564,safe
87355,safe
207688,safe
100235,safe
462987,safe
460762,safe
463962,safe
34000,safe
547012,safe
517762,safe
442184,safe
238425,safe
229399,safe
178426,safe
73397,safe
168033,safe
574130,safe
492087,safe
55212,safe
474162,safe
532662,safe
519137,safe
491637,safe
171331,safe
272257,safe
562106,safe
280744,safe
356495,safe
571268,safe
450862,safe
71304,safe
208878,safe
568451,safe
255726,safe
485937,safe
405844,safe
117580,safe
56920,safe
380720,safe
567587,safe
294973,safe
84295,safe
330178,safe
193066,safe
129132,safe
202620,safe
198763,safe
604,safe
237720,safe
438739,safe
490687,safe
403634,safe
372776,safe
201906,safe
279401,safe
46394,safe
496387,safe
162828,safe
515462,safe
205308,safe
304240,safe
573311,safe
564959,safe
544987,safe
446637,safe
157881,safe
215428,safe
225869,safe
398413,safe
135354,safe
88426,safe
140075,safe
442010,safe
255131,safe
189377,safe
262439,safe
147926,safe
482487,safe
23556,safe
567911,safe
524962,safe
31373,safe
185627,safe
75469,safe
527637,safe
107184,safe
349146,safe
232775,safe
410094,safe
249929,safe
121772,safe
496512,safe
245209,safe
91742,safe
295921,safe
26531,safe
175878,safe
528937,safe
364289,safe
307738,safe
444787,safe
476387,safe
466087,safe
361484,safe
71423,safe
430481,safe
227724,safe
540037,safe
198370,safe
452237,safe
506462,safe
490337,safe
535887,safe
106232,safe
562529,safe
10552,safe
325673,safe
300243,safe
39997,safe
43327,safe
248382,safe
159931,safe
552312,safe
453237,safe
250252,safe
227535,safe
465287,safe
503437,safe
117376,safe
25103,safe
342879,safe
342248,safe
542812,safe
246433,safe
546087,safe
194479,safe
86556,safe
87425,safe
240399,safe
576029,safe
201226,safe
576164,safe
94205,safe
563168,safe
497962,safe
302449,safe
566048,safe
491612,safe
303305,safe
314149,safe
471562,safe
396543,safe
10766,safe
476212,safe
110773,safe
393336,safe
577244,safe
155421,safe
469962,safe
246527,safe
23913,safe
522487,safe
506937,safe
410264,safe
90984,safe
505887,safe
567596,safe
343108,safe
572096,safe
445862,safe
176699,safe
574013,safe
500712,safe
11607,safe
129608,safe
134604,safe
282017,safe
425806,safe
77714,safe
133807,safe
400878,safe
459412,safe
462662,safe
391466,safe
384290,safe
263095,safe
540212,safe
68138,safe
299478,safe
4340,safe
11948,safe
559162,safe
5018,safe
126153,safe
374270,safe
81534,safe
356969,safe
125210,safe
204985,safe
368794,safe
371040,safe
223575,safe
442287,safe
183177,safe
564671,safe
248586,safe
34950,safe
397138,safe
55270,safe
208948,safe
390240,safe
5424,safe
414246,safe
500887,safe
383440,safe
571718,safe
309778,safe
282410,safe
567452,safe
283564,safe
400453,safe
175817,safe
282767,safe
127749,safe
461637,safe
126034,safe
16799,safe
486212,safe
131903,safe
534087,safe
27126,safe
319406,safe
133032,safe
424750,safe
9304,safe
199526,safe
381570,safe
222280,safe
252086,safe
540687,safe
157771,safe
429510,safe
118755,safe
375496,safe
70577,safe
575750,safe
65298,safe
129370,safe
549937,safe
441028,safe
571214,safe
435509,safe
337171,safe
365005,safe
304459,safe
447312,safe
420827,safe
519262,safe
85961,safe
183128,safe
119694,safe
463137,safe
114010,safe
207807,safe
83700,safe
129379,safe
123557,safe
86650,safe
372910,safe
149379,safe
272385,safe
569207,safe
326827,safe
166748,safe
164606,safe
7719,safe
234560,safe
149974,safe
364835,safe
481962,safe
321397,safe
362419,safe
577202,safe
126440,safe
166214,safe
518612,safe
461212,safe
371890,safe
577208,safe
22402,safe
161688,safe
160404,safe
62382,safe
555212,safe
26021,safe
190625,safe
433384,safe
257071,safe
290589,safe
301645,safe
441665,safe
49224,safe
142098,safe
371125,safe
79490,safe
365806,safe
440112,safe
171807,safe
113272,safe
550637,safe
17230,safe
563906,safe
37168,safe
521387,safe
447587,safe
50815,safe
251019,safe
476687,safe
48428,safe
324568,safe
207578,safe
398243,safe
199239,safe
459662,safe
121808,safe
117055,safe
294888,safe
480787,safe
277031,safe
137947,safe
309997,safe
242837,safe
341009,safe
520662,safe
540187,safe
203770,safe
79142,safe
370105,safe
37891,safe
179091,safe
354782,safe
88673,safe
20284,safe
142446,safe
548737,safe
233882,safe
32121,safe
345027,safe
567353,safe
132700,safe
168841,safe
203130,safe
222435,safe
47485,safe
351042,safe
576956,safe
503537,safe
547937,safe
35612,safe
368879,safe
428065,safe
465437,safe
573428,safe
447162,safe
279352,safe
455362,safe
458562,safe
329668,safe
166809,safe
343533,safe
334670,safe
518312,safe
50113,safe
227937,safe
544587,safe
333542,safe
551437,safe
93873,safe
316127,safe
163621,safe
309742,safe
516987,safe
492862,safe
206211,safe
527562,safe
556062,safe
125769,safe
112488,safe
573869,safe
572366,safe
109596,safe
288479,safe
287597,safe
105756,safe
417172,safe
215974,safe
74194,safe
568244,safe
176055,safe
97180,safe
226394,safe
289797,safe
390531,safe
412971,safe
74075,safe
231432,safe
528012,safe
289108,safe
86403,safe
56990,safe
66209,safe
571376,safe
441152,safe
351637,safe
441835,safe
449262,safe
25426,safe
562124,safe
452637,safe
477462,safe
465387,safe
507987,safe
294463,safe
217238,safe
572555,safe
54581,safe
573995,safe
440326,safe
2811,safe
183296,safe
146617,safe
459362,safe
502462,safe
523887,safe
526412,safe
49747,safe
46522,safe
390325,safe
96289,safe
504087,safe
427810,safe
81830,safe
66319,safe
360075,safe
522962,safe
38724,safe
441841,safe
111664,safe
571169,safe
119063,safe
4508,safe
69864,safe
263809,safe
230171,safe
455137,safe
499837,safe
178118,safe
411150,safe
270518,safe
232869,safe
253144,safe
574400,safe
281541,safe
399688,safe
131784,safe
238578,safe
4423,safe
566408,safe
59673,safe
412837,safe
37415,safe
130688,safe
191211,safe
195312,safe
499537,safe
565508,safe
364495,safe
562592,safe
272742,safe
53587,safe
131723,safe
392875,safe
399178,safe
446062,safe
569279,safe
81617,safe
230954,safe
462487,safe
133414,safe
562430,safe
162945,safe
359480,safe
241827,safe
136187,safe
23769,safe
31153,safe
459387,safe
500187,safe
498037,safe
576899,safe
379445,safe
309062,safe
145903,safe
462762,safe
417561,safe
66923,safe
103385,safe
403124,safe
43691,safe
507262,safe
227306,safe
1066,safe
123746,safe
515962,safe
565787,safe
334925,safe
417646,safe
446087,safe
17740,safe
172878,safe
482112,safe
548337,safe
155430,safe
485662,safe
26769,safe
96372,safe
54477,safe
509987,safe
266074,safe
71612,safe
535612,safe
213669,safe
472762,safe
575201,safe
183305,safe
553487,safe
558612,safe
224560,safe
143889,safe
557812,safe
302132,safe
486337,safe
144902,safe
494487,safe
478637,safe
464612,safe
252513,safe
193219,safe
10662,safe
184614,safe
181917,safe
138075,safe
93006,safe
338155,safe
382505,safe
115685,safe
274527,safe
543562,safe
441561,safe
531212,safe
198525,safe
558387,safe
186732,safe
178271,safe
373335,safe
494762,safe
440456,safe
557787,safe
567110,safe
264646,safe
154289,safe
493187,safe
445612,safe
488912,safe
575372,safe
506512,safe
43776,safe
79371,safe
258811,safe
523287,safe
575579,safe
133627,safe
576272,safe
16790,safe
349231,safe
197656,safe
486112,safe
281660,safe
502037,safe
20037,safe
207935,safe
240125,safe
544462,safe
152805,safe
145497,safe
551212,safe
376395,safe
571736,safe
14173,safe
442862,safe
575174,safe
332267,safe
213242,safe
550687,safe
259381,safe
438690,safe
479037,safe
261963,safe
496637,safe
78428,safe
440209,safe
213514,safe
314937,safe
79951,safe
568532,safe
402663,safe
229017,safe
402019,safe
357430,safe
139265,safe
417597,safe
240457,safe
170294,safe
62645,safe
259323,safe
443437,safe
151200,safe
191092,safe
230232,safe
446137,safe
47595,safe
226071,safe
327883,safe
272565,safe
270720,safe
246588,safe
192590,safe
405625,safe
537012,safe
360719,safe
236411,safe
273813,safe
1899,safe
78489,safe
131952,safe
286276,safe
452887,safe
118483,safe
524062,safe
133499,safe
73278,safe
28774,safe
111893,safe
568361,safe
103578,safe
563600,safe
249608,safe
316843,safe
96408,safe
270482,safe
89711,safe
3718,safe
570845,safe
49996,safe
177166,safe
165464,safe
73217,safe
365260,safe
238935,safe
331842,safe
414076,safe
225323,safe
240244,safe
37177,safe
572024,safe
222136,safe
466287,safe
361095,safe
32359,safe
156833,safe
110712,safe
349620,safe
120933,safe
575939,safe
543362,safe
79286,safe
50079,safe
323365,safe
538712,safe
97418,safe
385480,safe
568190,safe
569828,safe
322175,safe
301341,safe
14804,safe
329802,safe
302485,safe
89125,safe
524037,safe
346423,safe
185090,safe
76134,safe
115508,safe
561087,safe
181569,safe
570566,safe
563042,safe
400368,safe
109477,safe
296297,safe
563528,safe
151902,safe
196264,safe
434149,safe
236054,safe
577262,safe
236591,safe
71661,safe
474487,safe
64668,safe
256296,safe
259574,safe
567551,safe
172939,safe
122937,safe
373201,safe
373796,safe
505662,safe
224764,safe
481512,safe
164954,safe
257834,safe
457262,safe
105814,safe
415982,safe
329243,safe
372145,safe
257657,safe
157048,safe
164130,safe
419006,safe
15230,safe
285800,safe
548912,safe
477012,safe
75350,safe
178484,safe
538587,safe
265870,safe
515437,safe
535787,safe
35163,safe
266346,safe
387180,safe
571673,safe
453637,safe
308212,safe
67756,safe
39582,safe
104615,safe
549737,safe
100592,safe
546037,safe
387690,safe
80045,safe
222246,safe
409960,safe
111060,safe
250167,safe
175698,safe
217631,safe
279554,safe
78419,safe
441763,safe
450362,safe
340669,safe
482787,safe
190329,safe
155906,safe
566471,safe
56572,safe
13816,safe
268271,safe
14768,safe
37644,safe
564302,safe
459337,safe
110059,safe
439625,safe
391430,safe
518862,safe
414792,safe
423122,safe
491462,safe
137422,safe
573077,safe
254453,safe
575507,safe
257383,safe
565301,safe
476787,safe
161129,safe
531812,safe
160155,safe
567866,safe
121570,safe
2207,safe
29786,safe
496837,safe
546387,safe
359820,safe
387896,safe
146449,safe
